UPC,LONG PRODUCT DESCRIPTION,BC CATEGORY,BC SUB CATEGORY,BC SEGMENT,RANDOM WEIGHT,BRAND OWNER HIGH,BASE SIZE,HW ORGANIC,PACK SIZE
200415350785,CTL BR YLW ONN BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360401,PRDC ELC ID GLD PRL ONN WHL BAG 10 OZ,ONIONS,PEARL,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582804667,MLTP VL ONN SNGL VGTB 1 CT,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
003492400094,SOO WHT ONN WHL BAG 48 OZ,ONIONS,WHITE,WHOLE,NO,J.C. WATSON PACKING CO,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360294,PRDC ELC ID ONN WHL BAG 160 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830218,MLTP VL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
001672116105,LWST ONN WHL BAG 80 OZ,ONIONS,REMAINING ONIONS,WHOLE,NO,LEWISTON CORPORATION,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085335700266,MLTP VL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085133900202,SWT D RED ONN WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,DALENA FARMS INC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088120004082,RED ONN WHL SNGL VGTB BAG 1 CT,ONIONS,RED,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
317582894669,MLTP VL ONN ORGN SNGL VGTB 1 CT,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
427582861862,MLTP VL VGTB BLND WHL MR THN 1 VGTB SPRN ONN 1 CT,ONIONS,GREEN,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
060580600236,GRN GNT FRS YLW ONN WHL BAG 800 OZ,ONIONS,YELLOW,WHOLE,NO,GROWERS EXPRESS LLC,800 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582816675,MRYS CPLN ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MURRAY'S CHEESE,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
064034401338,EAST CST FRS CTS YLW ONN SLCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,EAST COAST FRESH CUTS,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582801504,GRN ONN DCD SNGL VGTB CUP 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085122000127,RED ONN SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360037,PRDC ELC ID YLW ONN CRTF ORGN BY MC 100 PCT ORGN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,ORGANIC,NOT APPLICABLE
081239601735,VDL SWT ONN WHL BAG 96 OZ,ONIONS,SWEET,WHOLE,NO,CURRY & COMPANY INC,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582801554,YLW ONN DCD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085817900205,TRGT YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,"TARGET AG PRODUCTION, LLC",48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
517582890015,WHT ONN MDM SNGL VGTB 1 CT,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
081305501291,LNCS RED ONN DCD MLDD TRY 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,LANCASTER FOODS LLC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
068150400030,ULTR PRM PRD ONN DCD MLDD TRY 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,ULTRAFRESH PRODUCE,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081925502106,YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201672509446,CTL BR SHLT WHL BAG 3 OZ,ONIONS,SHALLOT,WHOLE,NO,PRIVATE LABEL,3 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085955500119,VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085654500236,RVR GLD RED ONN CRTF ORGN BY QCS ORGN WHL JMB BAG 1 CT,ONIONS,RED,WHOLE,NO,MACK FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
085298500302,WHT ONN WHL JMB SNGL VGTB 1 CT,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
001450085102,BRDS EYE FRS YLW ONN WHL UNFR BAG 160 OZ,ONIONS,YELLOW,WHOLE,NO,CONAGRA INC,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360039,PRDC ELC ID YLW ONN CRTF ORGN BY ORGN DPRT AGRC ORGN WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,32 OUNCE,ORGANIC,NOT APPLICABLE
081510802108,CLB CHF RED ONN CCKT SLCD MLDD TRY 12 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,CHIQUITA BRANDS INTERNATIONAL,12 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582894161,MLTP VL SWT ONN ORGN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,ORGANIC,NOT APPLICABLE
007582826831,VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085347600305,WHT ONN LRG SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
076631304003,GLBL FRM SHLT WHL BAG 3 OZ,ONIONS,SHALLOT,WHOLE,NO,GLOBAL FARMS ENTERPRISES INC,3 OUNCE,NOT APPLICABLE,NOT APPLICABLE
537582884462,PRPL SCLN ORGN SNGL VGTB 1 CT,ONIONS,GREEN,WHOLE,YES,NO COMPANY LISTED,1 COUNT,ORGANIC,NOT APPLICABLE
201118435332,CTL BR GRN ONN DCD TUB 4 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,4 OUNCE,NOT APPLICABLE,NOT APPLICABLE
507582800593,RED ONN SNGL VGTB BAG 1 CT,ONIONS,RED,WHOLE,YES,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
200289961477,CTL BR RED ONN WHL BAG 32 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567700201,WHT ONN WHL JMB SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081586001076,RVR PNT FRM EVR MLD YLW ONN ORGN SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,RIVER POINT FARMS,1 COUNT,ORGANIC,NOT APPLICABLE
003338360102,BSN GLD RED ONN WHL BAG 48 OZ,ONIONS,RED,WHOLE,NO,BASIN GOLD CO-OP,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567791110,PR & SNS FRM SWT SWT ONN WHL MDM BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,PERI & SONS FARMS INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
063094340553,INCR FRS ONN SLCD MLDD TRY 5 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,COLLIER COUNTY PRODUCE INC,5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867334,ONN SLCD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201926503426,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
076777670114,YLW ONN ORGN WHL 1 CT,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,1 COUNT,ORGANIC,NOT APPLICABLE
537582829964,YLW ONN SNGL VGTB 80 OZ,ONIONS,YELLOW,WHOLE,YES,NO COMPANY LISTED,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
417582898291,GRN ONN BNCH SNGL VGTB 16 OZ,ONIONS,GREEN,BUNCH,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200191529985,CTL BR RED ONN WHL BAG 32 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582804659,MLTP VL ONN BLB SNGL VGTB 1 CT,ONIONS,REMAINING ONIONS,REMAINING FORM,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
085955500162,RL SWT ONN WHL BAG 96 OZ,ONIONS,SWEET,WHOLE,NO,SHUMAN PRODUCE INC,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
202120817158,CTL BR YLW ONN WHL 1 CT,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
005974990015,MTR YLW ONN WHL BAG 80 OZ,ONIONS,YELLOW,WHOLE,NO,"ROLAND MARKETING, INC.",80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081510802100,CLB CHF YLW ONN DCD MLDD TRY 6 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,CHIQUITA BRANDS INTERNATIONAL,6 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085141300307,BJ SON GRN ONN WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,BAJA SON GROWERS LLC,5.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567700259,PR & SNS FRM SWT ONN WHL BAG 96 OZ,ONIONS,SWEET,WHOLE,NO,PERI & SONS FARMS INC,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582863724,MLTP VL YLW ONN WHL JMB SNGL VGTB BAG 1 CT,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
427582894430,MLTP VL YLW SWT ONN WHL PLD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360002,PRDC ELC ID YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085312000302,HTCH WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,HATCH VALLEY PRODUCE CO,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085895900450,JSS ORG GRN ONN ORGN PRDC CRTF ORGN BY CF WHL BNDD 1 CT,ONIONS,GREEN,WHOLE,NO,BRAGA FRESH FAMILY FARMS,1 COUNT,ORGANIC,NOT APPLICABLE
086000267620,YLW ONN WHL JMB BAG 16 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567760612,PR & SNS FRM WHT ONN ORGN JMB SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,PERI & SONS FARMS INC,16 OUNCE,ORGANIC,NOT APPLICABLE
201298491908,CTL BR WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,PRIVATE LABEL,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085141300313,GRN ONN ORGN BNCH BAG 1 CT,ONIONS,GREEN,BUNCH,NO,NO COMPANY LISTED,1 COUNT,ORGANIC,NOT APPLICABLE
085141300312,BJ SON GRN ONN ORGN CRTF ORGN BY PRMS ADTN OPS WHL BAG 5.5 OZ,ONIONS,GREEN,WHOLE,NO,BAJA SON GROWERS LLC,5.5 OUNCE,ORGANIC,NOT APPLICABLE
085654500238,RVR GLD YLW ONN CRTF ORGN BY QCS ORGN WHL JMB BAG 1 CT,ONIONS,YELLOW,WHOLE,NO,MACK FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
060117210310,F & S PRD RED ONN DCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,F & S PRODUCE CO INC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201822787074,CTL BR GRN ONN CHPD TRY 4 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,4 OUNCE,NOT APPLICABLE,NOT APPLICABLE
317582804165,MLTP VL SWT ONN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
009605204093,FGRB PRD YLW ONN JMB SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,FAGERBERG PRODUCE COMPANY,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
200484302340,CTL BR GRN ONN CHPD TUB 3.5 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,3.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085208400417,MLTP VL VDL ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085443600224,BIG RVR RED ONN WHL BAG 32 OZ,ONIONS,RED,WHOLE,NO,TEX MEX SALES LLC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582862202,MLTP VL YLW ONN WHL SNGL VGTB CUP 1 CT,ONIONS,YELLOW,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
060117210216,YLW ONN DCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,NO COMPANY LISTED,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360041,PRDC ELC ID VDL ONN ORGN CRTF ORGN BY GCCP WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,ORGANIC,NOT APPLICABLE
073571800006,RIO FRS WHT ONN WHL BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,RIO FRESH,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085443600208,BIG RVR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,TEX MEX SALES LLC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830167,MLTP VL RED ONN JMB SNGL VGTB 1 CT,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
007457485693,CHRS RNC SHLT ORGN CRTF ORGN BY CLFR CRTF ORGN FRMR WHL BAG ON CRD 3 OZ,ONIONS,SHALLOT,WHOLE,NO,CHRISTOPHER RANCH,3 OUNCE,ORGANIC,NOT APPLICABLE
089934000126,FV STR SHLT WHL MLDD TRY 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,DAN GRAIFF FARMS LLC,8 OUNCE,ORGANIC,NOT APPLICABLE
002630310152,YLW SWT ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
065938960101,HRND CNT FRM RED ONN WHL BAG IN SLV 32 OZ,ONIONS,RED,WHOLE,NO,L.G. HERNDON JR. FARMS INC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
009297260152,VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830102,MLTP VL TRPD ONN SNGL VGTB 1 CT,ONIONS,SHALLOT,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
088567760611,PR & SNS FRM WHT ONN CRTF ORGN BY ORGN CRTF INC ORGN WHL JMB LRG BAG 1 CT,ONIONS,WHITE,WHOLE,NO,PERI & SONS FARMS INC,1 COUNT,ORGANIC,NOT APPLICABLE
085092400203,YLW VDL ONN WHL BAG 1 CT,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
081488102163,ANDR ORG SWT ONN ORGN CRTF BY WA STT DPRT AGRC WHL BAG 32 OZ,ONIONS,SWEET,WHOLE,NO,ANDERSEN ORGANICS LLC,32 OUNCE,ORGANIC,NOT APPLICABLE
201069894144,CTL BR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200314093060,CTL BR WHT ONN WHL 16 OZ,ONIONS,WHITE,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360152,PRDC ELC ID VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085611000340,FLRD PTT & ONN RED CRTF ORGN BY QCS ORGN WHL WRP 1 CT,ONIONS,RED,WHOLE,NO,FLORIDA POTATO & ONION,1 COUNT,ORGANIC,NOT APPLICABLE
201107303937,CTL BR RED ONN DCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
071731100242,VDL SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
007755400041,MRJN SHLT WHL BAG 3.5 OZ,ONIONS,SHALLOT,WHOLE,NO,"MARJON SPECIALTY FOODS, INC.",3.5 OUNCE,NOT APPLICABLE,NOT APPLICABLE
060580600123,GRN GNT FRS YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,GROWERS EXPRESS LLC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
004525514845,MLSS PRL ONN WHL MLDD TRY 8 OZ,ONIONS,PEARL,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
527582818297,SHLT PLD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002620804093,RIO QN CTR YLW ONN SNGL VGTB 16 OZ,ONIONS,YELLOW,WHOLE,YES,RIO QUEEN CITRUS INC,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003307460200,PRGR WHT ONN WHL BAG 48 OZ,ONIONS,WHITE,WHOLE,NO,CHIQUITA BRANDS INTERNATIONAL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085133900217,YLW ONN 1 CT,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
065951300030,CHRL SWT ONN WHL BAG 80 OZ,ONIONS,SWEET,WHOLE,NO,CHARLES JOHNSON CO.,80 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200354801154,CTL BR RED ONN WHL JMB 16 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
068692471325,FRDS WHT BLNG ONN WHL MLDD TRY 8 OZ,ONIONS,WHITE,WHOLE,NO,"FRIEDA'S, INC.",8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
002791804082,MLTP VL RED ONN PTT SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582867565,ONN DCD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
088567791712,PR & SNS FRM SWT ONN SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,PERI & SONS FARMS INC,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200636036614,CTL BR GLD CPLN ONN WHL MLDD TRY 10 OZ,ONIONS,SWEET,SWEET,NO,PRIVATE LABEL,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003587851111,MLTP VL SWT ONN JMB SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201700208644,CTL BR YLW ONN DCD ORGN CRTF ORGN MD DPRT AGRC TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,8 OUNCE,ORGANIC,NOT APPLICABLE
307582804661,MLTP VL WHT ONN SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
871196840001,SNGR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,SUNAGRO,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
000065181800,OCN MST GRN ONN WHL BNDD 1 CT,ONIONS,GREEN,WHOLE,NO,OCEAN MIST FARMS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
000859555001,SWT ONN WHL 96 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,96 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081185702124,3 GNR YLW ONN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,3 GENERATIONS INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085024700227,MRD FRM YLW ONN SNGL VGTB 1 CT,ONIONS,YELLOW,WHOLE,YES,MORADA PRODUCE CO,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
307582804068,MLTP VL GRN ONN SNGL VGTB 16 OZ,ONIONS,GREEN,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
307582894663,MLTP VL WHT ONN ORGN SNGL VGTB 16 OZ,ONIONS,WHITE,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
437582801667,RED WHT ONN DCD SNGL VGTB 16 OZ,ONIONS,VALUE ADD,MEAL PREP,YES,NO COMPANY LISTED,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
079563133440,YLW ONN WHL BAG 32 OZ,ONIONS,YELLOW,WHOLE,NO,NO COMPANY LISTED,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085133900231,MLTP VL RED ONN ORGN SNGL VGTB 16 OZ,ONIONS,RED,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,ORGANIC,NOT APPLICABLE
081565001084,BYB PRD YLW ONN WHL BAG 64 OZ,ONIONS,YELLOW,WHOLE,NO,BYBEE FOODS LLC,64 OUNCE,NOT APPLICABLE,NOT APPLICABLE
003338360030,PRDC ELC ID SPNS YLW ONN WHL BAG 160 OZ,ONIONS,YELLOW,WHOLE,NO,PRODUCE ELECTRONIC ID BOARD,160 OUNCE,NOT APPLICABLE,NOT APPLICABLE
065938900009,HRND CNT FRM VDL ONN WHL BAG IN SLV 48 OZ,ONIONS,SWEET,WHOLE,NO,L.G. HERNDON JR. FARMS INC,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
068896200810,RWL BRN GRN ONN WHL BAG 10 OZ,ONIONS,GREEN,WHOLE,NO,WALTER P. RAWL & SONS INC,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
004525513602,MLSS SWT ONN WHL BAG 8 OZ,ONIONS,SWEET,WHOLE,NO,"WORLD VARIETY PRODUCE, INC.",8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
085157300202,CRZL VLY PRD WHT ONN WHL MDM BAG 32 OZ,ONIONS,WHITE,WHOLE,NO,CARZALIA VALLEY INC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200838868481,CTL BR YLW ONN DCD TUB 8 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,PRIVATE LABEL,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
060580600340,YLW VDL ONN WHL BAG 48 OZ,ONIONS,SWEET,WHOLE,NO,NO COMPANY LISTED,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
200683786241,CTL BR RED ONN BAG 48 OZ,ONIONS,RED,WHOLE,NO,PRIVATE LABEL,48 OUNCE,NOT APPLICABLE,NOT APPLICABLE
084021917075,TGD CTS RED ONN DCD MLDD TRY 9 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,"TGD CUTS, LLC",9 OUNCE,NOT APPLICABLE,NOT APPLICABLE
081937602289,LCND WHT BLR ONN WHL TRY 8 OZ,ONIONS,WHITE,WHOLE,NO,"COOSEMANS WORLDWIDE, INC.",8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
084302810300,CC KTC RED ONN DCD MLDD TRY 10 OZ,ONIONS,VALUE ADD,MEAL PREP,NO,CC KITCHENS LLC,10 OUNCE,NOT APPLICABLE,NOT APPLICABLE
307582804666,MLTP VL ONN SNGL VGTB 16 OZ,ONIONS,REMAINING ONIONS,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
201037726721,CTL BR YLW ONN CRTF ORGN BY CA FRMR ORGN WHL BAG 48 OZ,ONIONS,YELLOW,WHOLE,NO,PRIVATE LABEL,48 OUNCE,ORGANIC,NOT APPLICABLE
001851300848,PND FRM CPLN ONN WHL BAG 8 OZ,ONIONS,SWEET,WHOLE,NO,PANDA FOOD PRODUCTS INC,8 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582863430,MLTP VL VDL ONN WHL JMB SNGL VGTB 16 OZ,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,16 OUNCE,NOT APPLICABLE,NOT APPLICABLE
437582830005,MLTP VL VDL ONN SNGL VGTB 1 CT,ONIONS,SWEET,WHOLE,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
081565001018,BYB PRD RED ONN WHL BAG 32 OZ,ONIONS,RED,WHOLE,NO,BYBEE FOODS LLC,32 OUNCE,NOT APPLICABLE,NOT APPLICABLE
427582881392,MLTP VL CPLN ONN CUT PLD SNGL VGTB 1 CT,ONIONS,VALUE ADD,MEAL PREP,YES,MULTIPLE BRANDS,1 COUNT,NOT APPLICABLE,NOT APPLICABLE
